field_1,Estacion,mes,lat,long,Altura_(m),Numero,Temperatura_(C),Temperatura_maxima_(C),Temperatura_minima_(C),Humedad_relativa_(%),Velocidad_del_Viento_(km/h),Nubosidad_total_(octavos),Precipitacion_(mm),Frecuencia_dias_Precipitacion_>0.1_mm,CL
"414",RIO CUARTO,jul,-24.428571428571431,-59.714285714285715,"421","87453",8.900000000000000,15.500000000000000,4.000000000000000,66.799999999999997,15.100000000000000,3.500000000000000,14.500000000000000,3.300000000000000,"2"
"415",RIO CUARTO,ago,-24.428571428571431,-59.714285714285715,"421","87453",11.000000000000000,18.199999999999999,5.600000000000000,60.200000000000003,16.699999999999999,3.300000000000000,13.900000000000000,2.600000000000000,"3"
"416",RIO CUARTO,sep,-24.428571428571431,-59.714285714285715,"421","87453",13.600000000000000,20.500000000000000,7.900000000000000,58.600000000000001,18.300000000000001,3.500000000000000,40.100000000000001,4.700000000000000,"2"
"417",RIO CUARTO,oct,-24.428571428571431,-59.714285714285715,"421","87453",17.399999999999999,24.000000000000000,11.600000000000000,60.799999999999997,19.000000000000000,3.700000000000000,75.400000000000006,7.600000000000000,"1"
"418",RIO CUARTO,nov,-24.428571428571431,-59.714285714285715,"421","87453",20.100000000000001,26.500000000000000,14.300000000000001,61.200000000000003,18.300000000000001,3.600000000000000,128.699999999999989,9.100000000000000,"1"
"419",RIO CUARTO,dic,-24.428571428571431,-59.714285714285715,"421","87453",22.199999999999999,28.300000000000001,16.600000000000001,63.799999999999997,16.800000000000001,3.600000000000000,138.599999999999994,10.300000000000001,"1"
"420",MARCOS JUAREZ,ene,-30.571428571428573,-55.333333333333336,"114","87467",23.800000000000001,30.800000000000001,17.500000000000000,73.799999999999997,8.500000000000000,3.200000000000000,114.299999999999997,8.300000000000001,"1"
"421",MARCOS JUAREZ,feb,-30.571428571428573,-55.333333333333336,"114","87467",22.199999999999999,29.100000000000001,16.399999999999999,78.700000000000003,8.000000000000000,3.100000000000000,115.000000000000000,7.800000000000000,"1"
"422",MARCOS JUAREZ,mar,-30.571428571428573,-55.333333333333336,"114","87467",20.699999999999999,27.699999999999999,15.100000000000000,80.000000000000000,9.100000000000000,3.100000000000000,108.099999999999994,8.400000000000000,"1"
"423",MARCOS JUAREZ,abril,-30.571428571428573,-55.333333333333336,"114","87467",16.899999999999999,24.000000000000000,11.500000000000000,80.000000000000000,8.900000000000000,3.400000000000000,96.299999999999997,7.300000000000000,"1"
"424",MARCOS JUAREZ,mayo,-30.571428571428573,-55.333333333333336,"114","87467",13.300000000000001,20.399999999999999,8.100000000000000,80.400000000000006,8.900000000000000,3.700000000000000,36.799999999999997,5.000000000000000,"2"
"425",MARCOS JUAREZ,jun,-30.571428571428573,-55.333333333333336,"114","87467",10.199999999999999,17.000000000000000,5.000000000000000,81.200000000000003,9.000000000000000,4.000000000000000,15.800000000000001,3.700000000000000,"2"
"426",MARCOS JUAREZ,jul,-30.571428571428573,-55.333333333333336,"114","87467",9.300000000000001,16.699999999999999,3.800000000000000,78.200000000000003,10.400000000000000,3.500000000000000,17.000000000000000,3.400000000000000,"2"
"427",MARCOS JUAREZ,ago,-30.571428571428573,-55.333333333333336,"114","87467",11.400000000000000,19.600000000000001,5.100000000000000,73.700000000000003,12.400000000000000,3.200000000000000,21.199999999999999,3.600000000000000,"2"
"428",MARCOS JUAREZ,sep,-30.571428571428573,-55.333333333333336,"114","87467",13.900000000000000,21.699999999999999,7.200000000000000,70.799999999999997,13.699999999999999,3.300000000000000,43.100000000000001,4.900000000000000,"2"
"429",MARCOS JUAREZ,oct,-30.571428571428573,-55.333333333333336,"114","87467",17.899999999999999,25.300000000000001,11.300000000000001,70.000000000000000,13.900000000000000,3.400000000000000,94.599999999999994,8.000000000000000,"1"
"430",MARCOS JUAREZ,nov,-30.571428571428573,-55.333333333333336,"114","87467",20.899999999999999,28.100000000000001,14.199999999999999,68.000000000000000,13.300000000000001,3.300000000000000,101.099999999999994,8.699999999999999,"1"
"431",MARCOS JUAREZ,dic,-30.571428571428573,-55.333333333333336,"114","87467",23.000000000000000,29.899999999999999,16.500000000000000,70.200000000000003,10.400000000000000,3.300000000000000,148.300000000000011,9.600000000000000,"1"
"432",ROSARIO,ene,-30.909090909090910,-58.723404255319146,"25","87480",24.600000000000001,30.800000000000001,18.399999999999999,68.200000000000003,11.100000000000000,3.200000000000000,111.799999999999997,7.900000000000000,"1"
"433",ROSARIO,feb,-30.909090909090910,-58.723404255319146,"25","87480",23.199999999999999,29.199999999999999,17.500000000000000,73.700000000000003,10.000000000000000,3.300000000000000,120.599999999999994,7.600000000000000,"1"
"434",ROSARIO,mar,-30.909090909090910,-58.723404255319146,"25","87480",21.399999999999999,27.399999999999999,16.000000000000000,77.200000000000003,10.100000000000000,3.100000000000000,144.800000000000011,8.100000000000000,"1"
"435",ROSARIO,abril,-30.909090909090910,-58.723404255319146,"25","87480",17.300000000000001,23.500000000000000,12.100000000000000,80.000000000000000,9.300000000000001,3.500000000000000,111.799999999999997,8.199999999999999,"1"
"436",ROSARIO,mayo,-30.909090909090910,-58.723404255319146,"25","87480",13.800000000000001,19.899999999999999,8.699999999999999,81.099999999999994,9.300000000000001,3.800000000000000,59.000000000000000,5.200000000000000,"2"
"437",ROSARIO,jun,-30.909090909090910,-58.723404255319146,"25","87480",10.699999999999999,16.600000000000001,6.000000000000000,82.200000000000003,10.000000000000000,4.300000000000000,27.699999999999999,4.700000000000000,"2"
"438",ROSARIO,jul,-30.909090909090910,-58.723404255319146,"25","87480",10.000000000000000,16.199999999999999,4.800000000000000,79.599999999999994,11.100000000000000,3.700000000000000,24.699999999999999,4.100000000000000,"2"
"439",ROSARIO,ago,-30.909090909090910,-58.723404255319146,"25","87480",12.100000000000000,18.899999999999999,6.200000000000000,74.700000000000003,12.400000000000000,3.500000000000000,32.399999999999999,4.200000000000000,"2"
"440",ROSARIO,sep,-30.909090909090910,-58.723404255319146,"25","87480",14.500000000000000,20.899999999999999,8.300000000000001,70.599999999999994,13.800000000000001,3.500000000000000,47.399999999999999,5.300000000000000,"2"
"441",ROSARIO,oct,-30.909090909090910,-58.723404255319146,"25","87480",18.100000000000001,24.199999999999999,12.000000000000000,70.400000000000006,14.500000000000000,3.600000000000000,108.500000000000000,8.900000000000000,"1"
"442",ROSARIO,nov,-30.909090909090910,-58.723404255319146,"25","87480",21.000000000000000,27.100000000000001,14.699999999999999,67.900000000000006,13.800000000000001,3.400000000000000,112.299999999999997,8.600000000000000,"1"
"443",ROSARIO,dic,-30.909090909090910,-58.723404255319146,"25","87480",23.399999999999999,29.600000000000001,17.199999999999999,67.200000000000003,11.900000000000000,3.300000000000000,120.599999999999994,9.400000000000000,"1"
"456",MALARGUE,ene,-33.000000000000000,-67.285714285714292,"1425","87506",20.000000000000000,28.500000000000000,11.199999999999999,46.000000000000000,8.699999999999999,2.600000000000000,25.000000000000000,5.000000000000000,"3"
"457",MALARGUE,feb,-33.000000000000000,-67.285714285714292,"1425","87506",18.699999999999999,27.100000000000001,10.500000000000000,51.600000000000001,7.900000000000000,2.800000000000000,26.399999999999999,5.700000000000000,"3"
"458",MALARGUE,mar,-33.000000000000000,-67.285714285714292,"1425","87506",16.199999999999999,24.699999999999999,8.800000000000001,58.200000000000003,6.500000000000000,3.100000000000000,33.500000000000000,4.900000000000000,"3"
"459",MALARGUE,abril,-33.000000000000000,-67.285714285714292,"1425","87506",11.300000000000001,19.899999999999999,4.400000000000000,62.000000000000000,6.900000000000000,3.300000000000000,22.899999999999999,3.500000000000000,"3"
"460",MALARGUE,mayo,-33.000000000000000,-67.285714285714292,"1425","87506",7.100000000000000,15.000000000000000,1.000000000000000,64.200000000000003,6.900000000000000,4.000000000000000,26.899999999999999,4.900000000000000,"3"
"461",MALARGUE,jun,-33.000000000000000,-67.285714285714292,"1425","87506",4.600000000000000,12.100000000000000,-1.100000000000000,66.299999999999997,8.100000000000000,4.100000000000000,38.700000000000003,6.000000000000000,"2"
"462",MALARGUE,jul,-33.000000000000000,-67.285714285714292,"1425","87506",3.600000000000000,11.400000000000000,-2.400000000000000,64.200000000000003,9.600000000000000,3.900000000000000,34.100000000000001,4.900000000000000,"2"
"463",MALARGUE,ago,-33.000000000000000,-67.285714285714292,"1425","87506",5.500000000000000,13.699999999999999,-1.200000000000000,59.000000000000000,9.400000000000000,3.700000000000000,30.100000000000001,5.000000000000000,"3"
"464",MALARGUE,sep,-33.000000000000000,-67.285714285714292,"1425","87506",8.199999999999999,16.300000000000001,0.900000000000000,53.500000000000000,9.400000000000000,3.700000000000000,23.899999999999999,5.200000000000000,"3"
"465",MALARGUE,oct,-33.000000000000000,-67.285714285714292,"1425","87506",12.600000000000000,20.600000000000001,4.400000000000000,45.799999999999997,10.800000000000001,3.500000000000000,19.600000000000001,4.000000000000000,"3"
"466",MALARGUE,nov,-33.000000000000000,-67.285714285714292,"1425","87506",16.000000000000000,24.300000000000001,7.200000000000000,42.799999999999997,10.699999999999999,3.100000000000000,22.300000000000001,3.700000000000000,"3"
"467",MALARGUE,dic,-33.000000000000000,-67.285714285714292,"1425","87506",19.000000000000000,27.199999999999999,10.100000000000000,43.100000000000001,10.100000000000000,2.800000000000000,29.600000000000001,4.300000000000000,"3"
"468",SAN RAFAEL,ene,-32.285714285714285,-65.500000000000000,"748","87509",23.300000000000001,31.100000000000001,15.400000000000000,53.600000000000001,,2.700000000000000,61.000000000000000,7.500000000000000,"1"
"469",SAN RAFAEL,feb,-32.285714285714285,-65.500000000000000,"748","87509",22.000000000000000,30.000000000000000,14.500000000000000,56.799999999999997,,2.700000000000000,42.799999999999997,6.100000000000000,"3"
"470",SAN RAFAEL,mar,-32.285714285714285,-65.500000000000000,"748","87509",19.300000000000001,27.000000000000000,12.800000000000001,63.600000000000001,,2.900000000000000,37.200000000000003,5.300000000000000,"3"
"471",SAN RAFAEL,abril,-32.285714285714285,-65.500000000000000,"748","87509",14.500000000000000,22.500000000000000,8.400000000000000,66.900000000000006,,2.900000000000000,26.100000000000001,4.100000000000000,"3"
"472",SAN RAFAEL,mayo,-32.285714285714285,-65.500000000000000,"748","87509",10.500000000000000,18.500000000000000,4.800000000000000,68.000000000000000,,3.400000000000000,15.600000000000000,3.700000000000000,"3"
"473",SAN RAFAEL,jun,-32.285714285714285,-65.500000000000000,"748","87509",7.700000000000000,15.800000000000001,2.000000000000000,66.099999999999994,,3.400000000000000,9.100000000000000,2.900000000000000,"3"
"474",SAN RAFAEL,jul,-32.285714285714285,-65.500000000000000,"748","87509",6.900000000000000,15.199999999999999,0.900000000000000,63.399999999999999,,3.200000000000000,13.199999999999999,2.800000000000000,"3"
"475",SAN RAFAEL,ago,-32.285714285714285,-65.500000000000000,"748","87509",9.000000000000000,17.600000000000001,2.400000000000000,57.200000000000003,,3.000000000000000,16.000000000000000,3.300000000000000,"3"
"476",SAN RAFAEL,sep,-32.285714285714285,-65.500000000000000,"748","87509",11.800000000000001,19.800000000000001,4.700000000000000,55.799999999999997,,3.100000000000000,27.399999999999999,4.700000000000000,"3"
"477",SAN RAFAEL,oct,-32.285714285714285,-65.500000000000000,"748","87509",16.300000000000001,24.199999999999999,8.300000000000001,51.899999999999999,,3.000000000000000,30.500000000000000,4.700000000000000,"3"
"478",SAN RAFAEL,nov,-32.285714285714285,-65.500000000000000,"748","87509",19.600000000000001,27.500000000000000,11.199999999999999,50.200000000000003,,2.800000000000000,38.600000000000001,5.700000000000000,"3"
"479",SAN RAFAEL,dic,-32.285714285714285,-65.500000000000000,"748","87509",22.399999999999999,30.199999999999999,14.000000000000000,50.700000000000003,,2.600000000000000,45.299999999999997,6.700000000000000,"3"
"480",GENERAL PICO,ene,-33.571428571428569,-61.666666666666664,"145","87532",23.800000000000001,30.699999999999999,16.899999999999999,64.700000000000003,12.400000000000000,3.200000000000000,111.200000000000003,8.500000000000000,"1"
"481",GENERAL PICO,feb,-33.571428571428569,-61.666666666666664,"145","87532",22.500000000000000,29.699999999999999,15.800000000000001,67.400000000000006,10.800000000000001,3.000000000000000,102.700000000000003,6.700000000000000,"1"
"482",GENERAL PICO,mar,-33.571428571428569,-61.666666666666664,"145","87532",20.199999999999999,27.199999999999999,14.400000000000000,72.200000000000003,10.900000000000000,3.400000000000000,143.800000000000011,8.900000000000000,"1"
"483",GENERAL PICO,abril,-33.571428571428569,-61.666666666666664,"145","87532",16.000000000000000,22.899999999999999,10.300000000000001,73.799999999999997,9.600000000000000,3.400000000000000,70.400000000000006,6.200000000000000,"2"
"484",GENERAL PICO,mayo,-33.571428571428569,-61.666666666666664,"145","87532",12.000000000000000,18.699999999999999,6.600000000000000,76.500000000000000,9.800000000000001,3.800000000000000,32.799999999999997,4.700000000000000,"2"
"485",GENERAL PICO,jun,-33.571428571428569,-61.666666666666664,"145","87532",8.800000000000001,15.199999999999999,3.600000000000000,78.200000000000003,9.500000000000000,4.200000000000000,17.399999999999999,3.800000000000000,"2"
"486",GENERAL PICO,jul,-33.571428571428569,-61.666666666666664,"145","87532",8.100000000000000,14.800000000000001,2.600000000000000,75.099999999999994,10.699999999999999,3.900000000000000,22.000000000000000,4.200000000000000,"2"
"487",GENERAL PICO,ago,-33.571428571428569,-61.666666666666664,"145","87532",10.400000000000000,17.699999999999999,4.100000000000000,67.200000000000003,14.100000000000000,3.500000000000000,24.899999999999999,3.400000000000000,"2"
"488",GENERAL PICO,sep,-33.571428571428569,-61.666666666666664,"145","87532",13.100000000000000,20.199999999999999,6.500000000000000,65.200000000000003,14.400000000000000,3.700000000000000,55.200000000000003,5.900000000000000,"2"
"489",GENERAL PICO,oct,-33.571428571428569,-61.666666666666664,"145","87532",16.699999999999999,23.600000000000001,10.199999999999999,65.099999999999994,15.600000000000000,3.700000000000000,87.200000000000003,8.900000000000000,"1"
"490",GENERAL PICO,nov,-33.571428571428569,-61.666666666666664,"145","87532",20.000000000000000,27.000000000000000,13.199999999999999,60.100000000000001,15.500000000000000,3.400000000000000,99.799999999999997,8.400000000000000,"1"
"491",GENERAL PICO,dic,-33.571428571428569,-61.666666666666664,"145","87532",22.800000000000001,29.699999999999999,15.800000000000001,59.700000000000003,13.600000000000000,3.300000000000000,124.400000000000006,8.900000000000000,"1"
"492",LABOULAYE,ene,-26.500000000000000,-60.272727272727273,"137","87534",23.100000000000001,30.300000000000001,16.699999999999999,70.299999999999997,10.199999999999999,3.400000000000000,120.700000000000003,9.900000000000000,"1"
"493",LABOULAYE,feb,-26.500000000000000,-60.272727272727273,"137","87534",21.899999999999999,29.300000000000001,15.600000000000000,72.900000000000006,8.600000000000000,3.200000000000000,105.700000000000003,8.100000000000000,"1"
"494",LABOULAYE,mar,-26.500000000000000,-60.272727272727273,"137","87534",19.899999999999999,27.100000000000001,14.199999999999999,77.099999999999994,9.199999999999999,3.400000000000000,138.800000000000011,9.400000000000000,"1"
"495",LABOULAYE,abril,-26.500000000000000,-60.272727272727273,"137","87534",15.800000000000001,23.000000000000000,10.400000000000000,77.599999999999994,8.100000000000000,3.600000000000000,83.400000000000006,7.500000000000000,"1"
"496",LABOULAYE,mayo,-26.500000000000000,-60.272727272727273,"137","87534",12.199999999999999,19.300000000000001,6.900000000000000,78.099999999999994,8.000000000000000,4.100000000000000,36.000000000000000,4.900000000000000,"2"
"497",LABOULAYE,jun,-26.500000000000000,-60.272727272727273,"137","87534",8.900000000000000,15.900000000000000,3.800000000000000,78.299999999999997,8.000000000000000,4.300000000000000,11.699999999999999,3.900000000000000,"2"
"498",LABOULAYE,jul,-26.500000000000000,-60.272727272727273,"137","87534",8.100000000000000,15.500000000000000,2.700000000000000,74.700000000000003,8.900000000000000,3.900000000000000,17.600000000000001,4.100000000000000,"2"
"499",LABOULAYE,ago,-26.500000000000000,-60.272727272727273,"137","87534",10.199999999999999,18.300000000000001,3.900000000000000,68.799999999999997,11.500000000000000,3.600000000000000,17.199999999999999,3.600000000000000,"2"
"500",LABOULAYE,sep,-26.500000000000000,-60.272727272727273,"137","87534",12.800000000000001,20.699999999999999,6.200000000000000,66.700000000000003,12.900000000000000,3.600000000000000,47.299999999999997,5.700000000000000,"2"
"501",LABOULAYE,oct,-26.500000000000000,-60.272727272727273,"137","87534",16.600000000000001,23.800000000000001,10.199999999999999,68.200000000000003,14.800000000000001,3.800000000000000,91.000000000000000,9.300000000000001,"1"
"502",LABOULAYE,nov,-26.500000000000000,-60.272727272727273,"137","87534",19.600000000000001,26.899999999999999,13.100000000000000,66.500000000000000,14.500000000000000,3.500000000000000,105.000000000000000,10.300000000000001,"1"
"503",LABOULAYE,dic,-26.500000000000000,-60.272727272727273,"137","87534",22.199999999999999,29.300000000000001,15.699999999999999,66.700000000000003,12.600000000000000,3.500000000000000,128.699999999999989,10.900000000000000,"1"
"504",PEHUAJO,ene,-33.846153846153847,-59.888888888888886,"87","87544",22.500000000000000,29.600000000000001,16.100000000000001,69.900000000000006,12.000000000000000,3.400000000000000,119.599999999999994,8.600000000000000,"1"
"505",PEHUAJO,feb,-33.846153846153847,-59.888888888888886,"87","87544",21.300000000000001,28.300000000000001,14.900000000000000,73.500000000000000,10.699999999999999,3.200000000000000,101.200000000000003,6.600000000000000,"1"
"506",PEHUAJO,mar,-33.846153846153847,-59.888888888888886,"87","87544",19.199999999999999,26.100000000000001,13.400000000000000,77.599999999999994,11.699999999999999,3.400000000000000,149.300000000000011,8.800000000000001,"1"
"507",PEHUAJO,abril,-33.846153846153847,-59.888888888888886,"87","87544",15.300000000000001,22.000000000000000,9.900000000000000,78.400000000000006,9.900000000000000,3.500000000000000,79.900000000000006,6.500000000000000,"2"
"508",PEHUAJO,mayo,-33.846153846153847,-59.888888888888886,"87","87544",11.800000000000001,17.899999999999999,6.700000000000000,80.299999999999997,9.199999999999999,4.000000000000000,49.000000000000000,5.300000000000000,"2"
"509",PEHUAJO,jun,-33.846153846153847,-59.888888888888886,"87","87544",8.600000000000000,14.400000000000000,3.900000000000000,82.000000000000000,9.000000000000000,4.300000000000000,25.800000000000001,4.500000000000000,"2"
"510",PEHUAJO,jul,-33.846153846153847,-59.888888888888886,"87","87544",8.000000000000000,14.000000000000000,3.000000000000000,79.799999999999997,10.300000000000001,4.100000000000000,24.000000000000000,4.500000000000000,"2"
"511",PEHUAJO,ago,-33.846153846153847,-59.888888888888886,"87","87544",9.900000000000000,16.699999999999999,4.200000000000000,74.200000000000003,12.800000000000001,3.800000000000000,28.800000000000001,4.100000000000000,"2"
"512",PEHUAJO,sep,-33.846153846153847,-59.888888888888886,"87","87544",12.300000000000001,18.800000000000001,6.300000000000000,72.599999999999994,14.000000000000000,3.800000000000000,63.600000000000001,5.900000000000000,"2"
"513",PEHUAJO,oct,-33.846153846153847,-59.888888888888886,"87","87544",15.600000000000000,22.000000000000000,9.900000000000000,73.099999999999994,15.500000000000000,3.900000000000000,116.099999999999994,9.199999999999999,"1"
"514",PEHUAJO,nov,-33.846153846153847,-59.888888888888886,"87","87544",18.600000000000001,25.300000000000001,12.500000000000000,70.000000000000000,15.000000000000000,3.600000000000000,104.299999999999997,8.000000000000000,"1"
"515",PEHUAJO,dic,-33.846153846153847,-59.888888888888886,"87","87544",21.399999999999999,28.300000000000001,14.900000000000000,67.900000000000006,14.400000000000000,3.400000000000000,107.000000000000000,8.800000000000001,"1"
"516",JUNIN,ene,-32.181818181818180,-58.909090909090907,"81","87548",23.000000000000000,29.800000000000001,16.600000000000001,69.599999999999994,11.600000000000000,3.400000000000000,132.300000000000011,8.199999999999999,"1"
"517",JUNIN,feb,-32.181818181818180,-58.909090909090907,"81","87548",21.699999999999999,28.399999999999999,15.800000000000001,74.400000000000006,9.900000000000000,3.300000000000000,118.799999999999997,7.800000000000000,"1"
"518",JUNIN,mar,-32.181818181818180,-58.909090909090907,"81","87548",19.699999999999999,26.600000000000001,14.199999999999999,77.200000000000003,10.600000000000000,3.300000000000000,133.199999999999989,9.000000000000000,"1"
"519",JUNIN,abril,-32.181818181818180,-58.909090909090907,"81","87548",15.800000000000001,22.600000000000001,10.400000000000000,77.799999999999997,9.699999999999999,3.500000000000000,109.099999999999994,7.600000000000000,"1"
"520",JUNIN,mayo,-32.181818181818180,-58.909090909090907,"81","87548",12.400000000000000,19.000000000000000,7.200000000000000,78.500000000000000,10.100000000000000,3.900000000000000,61.200000000000003,5.300000000000000,"2"
"521",JUNIN,jun,-32.181818181818180,-58.909090909090907,"81","87548",9.300000000000001,15.500000000000000,4.500000000000000,79.299999999999997,10.199999999999999,4.300000000000000,26.800000000000001,4.400000000000000,"2"
"522",JUNIN,jul,-32.181818181818180,-58.909090909090907,"81","87548",8.600000000000000,15.000000000000000,3.600000000000000,77.099999999999994,11.400000000000000,4.000000000000000,31.500000000000000,4.800000000000000,"2"
"523",JUNIN,ago,-32.181818181818180,-58.909090909090907,"81","87548",10.699999999999999,17.699999999999999,4.800000000000000,72.299999999999997,13.100000000000000,3.700000000000000,32.399999999999999,4.500000000000000,"2"
"524",JUNIN,sep,-32.181818181818180,-58.909090909090907,"81","87548",12.900000000000000,19.699999999999999,6.700000000000000,70.099999999999994,14.500000000000000,3.700000000000000,55.299999999999997,5.900000000000000,"2"
"525",JUNIN,oct,-32.181818181818180,-58.909090909090907,"81","87548",16.300000000000001,22.699999999999999,10.100000000000000,71.099999999999994,15.199999999999999,3.800000000000000,122.799999999999997,9.900000000000000,"1"
"526",JUNIN,nov,-32.181818181818180,-58.909090909090907,"81","87548",19.399999999999999,26.000000000000000,12.800000000000001,67.799999999999997,15.500000000000000,3.600000000000000,110.700000000000003,9.199999999999999,"1"
"527",JUNIN,dic,-32.181818181818180,-58.909090909090907,"81","87548",22.000000000000000,28.800000000000001,15.199999999999999,65.900000000000006,13.400000000000000,3.500000000000000,110.000000000000000,8.600000000000000,"1"
"528",NUEVE DE JULIO,ene,-32.777777777777779,-58.867924528301884,"76","87550",23.500000000000000,30.500000000000000,16.699999999999999,64.299999999999997,9.600000000000000,3.100000000000000,127.900000000000006,8.900000000000000,"1"
"529",NUEVE DE JULIO,feb,-32.777777777777779,-58.867924528301884,"76","87550",22.100000000000001,29.100000000000001,15.900000000000000,69.099999999999994,8.400000000000000,3.100000000000000,114.200000000000003,7.400000000000000,"1"
"530",NUEVE DE JULIO,mar,-32.777777777777779,-58.867924528301884,"76","87550",19.800000000000001,26.800000000000001,14.300000000000001,74.099999999999994,8.800000000000001,3.300000000000000,144.800000000000011,9.500000000000000,"1"
"531",NUEVE DE JULIO,abril,-32.777777777777779,-58.867924528301884,"76","87550",15.800000000000001,22.500000000000000,10.600000000000000,76.000000000000000,8.400000000000000,3.400000000000000,110.299999999999997,8.100000000000000,"1"
"532",NUEVE DE JULIO,mayo,-32.777777777777779,-58.867924528301884,"76","87550",12.199999999999999,18.699999999999999,7.500000000000000,78.299999999999997,8.800000000000001,3.800000000000000,60.799999999999997,6.500000000000000,"2"
"533",NUEVE DE JULIO,jun,-32.777777777777779,-58.867924528301884,"76","87550",9.199999999999999,15.000000000000000,4.800000000000000,78.900000000000006,8.199999999999999,4.200000000000000,38.399999999999999,5.900000000000000,"2"
"534",NUEVE DE JULIO,jul,-32.777777777777779,-58.867924528301884,"76","87550",8.699999999999999,14.500000000000000,4.000000000000000,77.000000000000000,9.400000000000000,4.000000000000000,38.299999999999997,6.600000000000000,"2"
"535",NUEVE DE JULIO,ago,-32.777777777777779,-58.867924528301884,"76","87550",10.699999999999999,17.199999999999999,5.300000000000000,70.400000000000006,10.699999999999999,3.600000000000000,35.200000000000003,5.100000000000000,"2"
"536",NUEVE DE JULIO,sep,-32.777777777777779,-58.867924528301884,"76","87550",13.100000000000000,19.399999999999999,7.000000000000000,68.200000000000003,10.900000000000000,3.600000000000000,61.700000000000003,6.500000000000000,"2"
"537",NUEVE DE JULIO,oct,-32.777777777777779,-58.867924528301884,"76","87550",16.199999999999999,22.600000000000001,10.300000000000001,69.000000000000000,11.699999999999999,3.600000000000000,113.000000000000000,10.300000000000001,"1"
"538",NUEVE DE JULIO,nov,-32.777777777777779,-58.867924528301884,"76","87550",19.500000000000000,26.100000000000001,12.900000000000000,65.099999999999994,11.300000000000001,3.500000000000000,108.799999999999997,9.699999999999999,"1"
"539",NUEVE DE JULIO,dic,-32.777777777777779,-58.867924528301884,"76","87550",22.199999999999999,29.100000000000001,15.300000000000001,63.399999999999999,10.300000000000001,3.200000000000000,106.900000000000006,9.500000000000000,"1"
"540",EZEIZA,ene,-32.775510204081634,-56.125000000000000,"20","87576",23.899999999999999,30.199999999999999,17.699999999999999,66.299999999999997,13.300000000000001,3.600000000000000,101.700000000000003,7.600000000000000,"1"
"541",EZEIZA,feb,-32.775510204081634,-56.125000000000000,"20","87576",22.699999999999999,28.500000000000000,16.899999999999999,71.599999999999994,12.500000000000000,3.600000000000000,113.099999999999994,7.600000000000000,"1"
"542",EZEIZA,mar,-32.775510204081634,-56.125000000000000,"20","87576",20.800000000000001,26.699999999999999,15.300000000000001,75.299999999999997,11.199999999999999,3.600000000000000,114.400000000000006,8.300000000000001,"1"
"543",EZEIZA,abril,-32.775510204081634,-56.125000000000000,"20","87576",16.699999999999999,22.500000000000000,11.400000000000000,78.599999999999994,10.500000000000000,3.800000000000000,93.200000000000003,8.300000000000001,"1"
"544",EZEIZA,mayo,-32.775510204081634,-56.125000000000000,"20","87576",13.199999999999999,18.800000000000001,8.199999999999999,79.400000000000006,10.300000000000001,4.300000000000000,76.599999999999994,6.500000000000000,"2"
"545",EZEIZA,jun,-32.775510204081634,-56.125000000000000,"20","87576",10.300000000000001,15.600000000000000,5.800000000000000,79.700000000000003,10.900000000000000,4.700000000000000,47.299999999999997,6.700000000000000,"2"
"546",EZEIZA,jul,-32.775510204081634,-56.125000000000000,"20","87576",9.600000000000000,14.900000000000000,4.900000000000000,78.900000000000006,11.500000000000000,4.500000000000000,47.200000000000003,6.700000000000000,"2"
"547",EZEIZA,ago,-32.775510204081634,-56.125000000000000,"20","87576",11.500000000000000,17.300000000000001,6.100000000000000,75.700000000000003,12.500000000000000,4.300000000000000,55.100000000000001,6.600000000000000,"2"
"548",EZEIZA,sep,-32.775510204081634,-56.125000000000000,"20","87576",13.400000000000000,19.000000000000000,7.800000000000000,72.900000000000006,14.100000000000000,4.200000000000000,59.700000000000003,7.000000000000000,"2"
"549",EZEIZA,oct,-32.775510204081634,-56.125000000000000,"20","87576",16.699999999999999,22.199999999999999,10.900000000000000,72.000000000000000,13.699999999999999,4.100000000000000,110.500000000000000,9.600000000000000,"1"
"550",EZEIZA,nov,-32.775510204081634,-56.125000000000000,"20","87576",19.600000000000001,25.399999999999999,13.500000000000000,69.299999999999997,13.900000000000000,4.000000000000000,103.000000000000000,9.300000000000001,"1"
"551",EZEIZA,dic,-32.775510204081634,-56.125000000000000,"20","87576",22.300000000000001,28.500000000000000,15.900000000000000,66.200000000000003,13.400000000000000,3.700000000000000,98.000000000000000,8.400000000000000,"1"
"552",AEROPARQUE,ene,-32.235294117647058,-55.600000000000001,"6","87582",24.500000000000000,28.399999999999999,20.800000000000001,67.799999999999997,17.199999999999999,3.100000000000000,117.400000000000006,8.300000000000001,"1"
"553",AEROPARQUE,feb,-32.235294117647058,-55.600000000000001,"6","87582",23.500000000000000,27.199999999999999,20.000000000000000,70.900000000000006,16.399999999999999,3.200000000000000,107.700000000000003,7.900000000000000,"1"
"554",AEROPARQUE,mar,-32.235294117647058,-55.600000000000001,"6","87582",22.000000000000000,25.500000000000000,18.600000000000001,72.299999999999997,15.500000000000000,3.200000000000000,127.599999999999994,8.300000000000001,"1"
"555",AEROPARQUE,abril,-32.235294117647058,-55.600000000000001,"6","87582",18.199999999999999,21.699999999999999,14.900000000000000,74.599999999999994,14.100000000000000,3.400000000000000,105.599999999999994,8.300000000000001,"1"
